BLOCK_ID,STATE_ID,DISTRICT_I,id,Block_name,A,C,D,E,F,G,H,I,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AY,AZ,BA,BB,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BU,BV,J,BQ,BR,BS,BT,AL,BC,B,BE,BD,Dist_Name
4521,4,156,4521,Panitola,29.75735322,2.294188127,8.421052632,2.105263158,2.105263158,24.21052632,1.052631579,0.0,2.105263158,16.84210526,54.73684211,0.0,21.05263158,6.315789474,1.052631579,5.263157895,89.47368421,75.78947368,1.052631579,37.89473684,18.49188023,65.26315789,1116,25.72207291,49.46236559,0.132490442,6.810035842,47.03040232,0.0,7.434381566,0.609610781,-46.76551102,5.191122072,3.156596794,3.588162762,12.0,10.0,0.78125,17.96875,58.59375,14.0625,0.78125,7.8125,2305.840357,28.93191634,21.22348105,24.71010255,26.76816632,0.177,0.385,0.125,0.441,0.086,0.411,0.0,0.294,0.753,0.419,76.05,56.76,2.7,216.2098497,82.18,11.64,5.45,0.0,Alluvium,6.71,Surface_water,Loam/Clay loam,Gentle/Level,Dibrugarh
5955,4,156,5955,Tengakhat,52.52926787,10.63221723,5.777777778,5.333333333,2.222222222,8.0,0.888888889,1.777777778,3.555555556,42.66666667,27.55555556,2.222222222,25.33333333,8.444444444,12.88888889,10.66666667,64.0,41.33333333,3.111111111,55.55555556,24.42774768,74.66666667,1945,42.97352787,87.0437018,1.083347894,50.38560411,47.03040232,0.0,7.434381566,0.609610781,-46.76551102,16.10085368,0.228310502,0.992654358,11.97309417,9.964125561,1.515151515,4.545454545,64.39393939,28.78787879,0.0,0.757575758,2198.359763,28.74854925,21.05525234,24.54537262,26.60784003,0.177,0.385,0.125,0.441,0.086,0.411,0.0,0.294,0.753,0.419,76.05,56.76,2.7,129.744778,82.18,11.64,5.45,0.0,Alluvium,6.71,Mix,Loam/Clay loam,Gentle/Level,Dibrugarh
6091,4,156,6091,Tingkhong,62.34883236,12.50373527,8.370044053000003,3.524229075,5.726872247,10.57268722,0.440528634,0.440528634,7.929515419,41.85022026,15.85903084,0.440528634,20.26431718,5.286343612,10.57268722,25.99118943,80.61674009,9.251101322,4.405286344000001,39.64757709,26.85310676,87.2246696,1260,31.67743953,68.88888889,1.641993328,25.87301587,47.03040232,0.0,7.434381566,0.609610781,-46.76551102,1.622034508,0.305535586,11.56991373,7.878923767,4.578475336,1.379310345,0.0,64.13793103,34.48275862,0.0,0.0,2188.038021,28.71292101,21.00829567,24.52164319,26.58390441,0.177,0.385,0.125,0.441,0.086,0.411,0.0,0.294,0.753,0.419,76.05,56.76,2.7,177.8117226,82.18,11.64,5.45,0.0,Alluvium,6.71,Surface_water,Loam,Gentle/Level,Dibrugarh
1938,4,325,1938,Ghilamara,77.04326923,2.18399179,24.13793103,1.724137931,6.896551724,21.55172414,0.862068966,0.862068966,16.37931034,24.13793103,60.34482759,1.724137931,30.17241379,30.17241379,6.896551724,14.65517241,55.17241379,13.79310345,7.75862069,37.93103448,18.42077759,41.37931034,1537,53.55873746,50.81327261,4.488921405,30.90435914,62.74120428,0.084550132,11.99944375,0.573872255,-56.22708046,1.786252638,1.205908954,3.693096171,11.26315789,11.18421053,0.0,3.603603604,75.67567568,18.91891892,1.801801802,0.0,2084.104774,28.76922438,21.07285498,24.59478705,26.63977859,0.913,0.458,0.177,0.822,0.285,0.0,0.0,0.354,0.965,0.623,77.2,46.94,4.08,145.8363344,80.35,14.85,4.8,0.0,Alluvium,9.58,Surface_water,Clay loam,Gentle/Level,Lakhimpur
1032,4,151,1032,Bordoloni,64.1322948,6.263578884,29.26829268,2.43902439,13.90243902,39.75609756,5.12195122,2.43902439,26.34146341,38.04878049,8.780487805,7.56097561,34.3902439,27.80487805,37.80487805,38.04878049,73.41463415,45.6097561,19.02439024,31.70731707,37.40485042,60.24390244,2157,45.16433587,67.40843764,18.33362837,23.64394993,64.9865398,0.005079322,8.836327312,0.554408532,-68.57842631,3.714342314,2.304543053,3.143159007,12.0,10.0,1.156069364,0.578034682,63.58381503,31.79190751,0.0,1.156069364,2201.341043,28.800737,21.11099242,24.60269599,26.65551824,0.45,0.497,0.255,0.03,0.515,0.636,0.0,0.19,0.943,0.45,72.7,42.86,7.14,154.0792116,78.41,14.2,7.39,0.0,Alluvium,5.07,Surface_water,Clay loam/Sandy clay loam,Gentle/Level,Dhemaji
2526,4,261,2526,JORHAT CENTRAL,55.92607185,28.35839853,8.75,25.0,7.5,6.25,7.5,1.25,5.0,62.5,22.5,1.25,40.0,52.5,31.25,51.25,61.25,15.0,21.25,55.0,37.27569039,70.0,815,29.33486156,81.96319018,3.445682152,46.13496933,60.39280861,0.108199815,9.737983329,0.574015382,-53.1409199,0.77525984,1.635713069,4.71971375,16.65822785,12.59493671,3.448275862,0.0,71.26436782,25.28735632,0.0,0.0,1967.549165,28.69000601,20.972223,24.54936748,26.5917909,0.887,0.813,0.216,0.93,0.177,0.463,0.0,0.0,0.917,0.913,82.78,43.24,8.11,139.5908729,80.3,15.27,2.96,0.0,Alluvium,12.61,Mix,Clay loam/Loam,Gentle/Level,Jorhat
3569,4,261,3569,MAJULI,70.42311662,11.73853558,17.19745223,1.910828025,5.732484076,14.01273885,0.636942675,0.0,8.280254777,25.47770701,28.66242038,1.27388535,24.84076433,10.1910828,19.74522293,17.19745223,48.40764331,3.821656051,22.29299363,23.56687898,35.57069143,40.76433121,1584,57.15583075,63.57323232,2.571723426,27.14646465,55.81906264,0.0,8.538005107,0.635400008,-53.1409199,5.802592223,2.748421402,3.246925889,10.84713376,8.923566879,1.098901099,30.4029304,28.93772894,19.04761905,1.831501832,18.68131868,1921.947839,28.74661907,21.04758373,24.59930162,26.63465103,0.147,0.45,0.095,0.021,0.454,0.584,0.0,0.0,0.666,0.021,78.56,43.24,8.11,167.4833079,80.3,15.27,2.96,0.0,Alluvium,12.61,Surface_water,Clay loam,Gentle/Level,Jorhat
6116,4,261,6116,TITABOR,57.83047721,20.69545478,30.82706767,18.04511278,1.503759398,23.30827068,1.503759398,0.0,19.54887218,53.38345865,9.022556391,2.255639098,51.12781955,30.82706767,15.03759398,30.82706767,87.96992481,57.14285714,6.766917293,54.88721805,56.10951988,90.22556391,1801,44.9293655,92.22654081,2.876353221,66.18545253,60.39280861,0.108199815,9.737983329,0.574015382,-53.1409199,17.56894296,5.345805263,1.143798769,17.7114094,13.4966443,2.688172043,0.0,62.3655914,34.94623656,0.0,0.0,1857.692449,28.69582835,20.98231142,24.56603032,26.60283413,0.887,0.813,0.216,0.93,0.177,0.463,0.0,0.0,0.917,0.913,82.78,43.24,8.11,155.2016645,80.3,15.27,2.96,0.0,Alluvium,12.61,Surface_water,Clay loam/Loam,Gentle/Level,Jorhat
2632,4,261,2632,KALIAPANI,53.64490624,9.418862274,16.86746988,3.614457831,4.819277108,16.86746988,4.819277108,1.204819277,13.25301205,28.91566265,57.8313253,3.614457831,25.30120482,24.09638554,19.27710843,28.91566265,57.8313253,24.09638554,15.6626506,43.37349398,20.42058203,66.26506024,828,31.54779153,64.49275362,6.623338991,49.75845411,60.39280861,0.108199815,9.737983329,0.574015382,-53.1409199,3.113672274,1.570777953,0.297425411,13.12048193,9.795180723,2.197802198,6.593406593,48.35164835,39.56043956,0.0,3.296703297,1979.727954,28.69761855,20.98148462,24.551686,26.5953191,0.887,0.813,0.216,0.93,0.177,0.463,0.0,0.0,0.917,0.913,82.78,43.24,8.11,183.2232191,80.3,15.27,2.96,0.0,Alluvium,12.61,Surface_water,Clay loam,Gentle/Level,Jorhat
2103,4,210,2103,Hailakandi,59.81954983,13.99129477,53.52112676,28.16901408,8.450704225000003,35.21126761,0.0,4.225352113,29.57746479,77.46478873,87.32394366,1.408450704,94.36619718,16.90140845,87.32394366,94.36619718,98.5915493,87.32394366,29.57746479,70.42253521,25.15143786,95.77464789,1383,32.37582095,45.84237166,2.754575018,6.579898771,63.74107962,0.134730982,22.02185307,0.575079734,-47.8326251,0.737421824,12.80687016,0.009334453,32.25,17.046875,1.851851852,5.555555556,48.14814815,42.59259259,1.851851852,0.0,2805.66433,27.17330237,20.23300712,24.03090351,25.66455522,0.155,0.917,0.649,0.142,0.432,0.813,0.0,0.818,0.06,0.35,74.33,25.0,25.0,144.4074214,81.21,16.36,1.21,0.0,Alluvium,2.55,Ground_water,Clay loam/Loam,Gentle/Level,Hailakandi
3355,4,210,3355,Lala,48.60833022,6.514384833,22.98850575,12.64367816,43.67816092,18.3908046,1.149425287,1.149425287,19.54022989,50.57471264,57.47126437,0.0,41.37931034,8.045977011,73.56321839,29.88505747,81.6091954,80.45977011,33.33333333,51.72413793,72.39983278,87.35632184,3888,33.16904662,21.70781893,4.063895795,10.10802469,63.74107962,0.134730982,22.02185307,0.575079734,-47.8326251,3.44306459,7.700900191,0.443524542,40.31034483,22.42528736,0.952380952,0.952380952,66.66666667,29.52380952,0.952380952,0.0,2736.654494,27.15344284,20.22847718,24.04713494,25.66594265,0.155,0.917,0.649,0.142,0.432,0.813,0.0,0.818,0.06,0.35,74.33,25.0,25.0,156.7765946,81.21,16.36,1.21,0.0,Mix,2.55,Surface_water,Clay loam/Loam,Gentle/Strong,Hailakandi
5751,4,210,5751,South Hailakandi,20.29786793,8.957818469,30.48780488,4.87804878,7.317073171,26.82926829,1.219512195,0.0,20.73170732,30.48780488,30.48780488,0.0,28.04878049,36.58536585,4.87804878,13.41463415,53.65853659,57.31707317,50.0,47.56097561,65.75555479,65.85365854,697,20.03179101,28.26398852,4.692629324,16.64275466,63.74107962,0.134730982,22.02185307,0.575079734,-47.8326251,6.949760766,4.306220096,3.612440191,11.61971831,9.549295775,0.0,0.966183575,91.30434783,6.763285024,0.0,0.0,2471.229321,27.13479259,20.23517113,24.10276977,25.70002008,0.155,0.917,0.649,0.142,0.432,0.813,0.0,0.818,0.06,0.35,74.33,25.0,25.0,156.4433999,81.21,16.36,1.21,0.0,Hard rock,2.55,Mix,Clay loam,Steep/Strong,Hailakandi
355,4,279,355,Badarpur,34.8609438,16.32033037,17.30769231,9.615384615,23.07692308,32.69230769,3.846153846,0.0,21.15384615,48.07692308,17.30769231,7.692307692,38.46153846,53.84615385,40.38461538,30.76923077,76.92307692,55.76923077,23.07692308,65.38461538,21.80903996,96.15384615,546,9.715602577,24.90842491,2.466872676,14.65201465,72.80934679,0.0,15.8811294,0.458112642,-56.89013396,26.27825324,13.90168971,6.385780118,13.33333333,11.4691358,0.0,15.51724138,53.44827586,17.24137931,8.620689655,0.0,2832.180784,27.24780558,20.27575805,24.08225584,25.71573699,0.354,0.939,0.8,0.277,0.463,0.489,0.731,0.891,0.082,0.471,78.22,41.86,9.3,199.6447854,76.82,13.91,7.95,0.0,Mix,4.27,Surface_water,Loam/Clay loam,Gentle/Level,Karimganj
1693,4,279,1693,DULLAVCHERRA,39.0550414,31.51619595,29.06976744,5.813953488,16.27906977,29.06976744,9.302325581,3.488372093,24.41860465,34.88372093,3.488372093,1.162790698,32.55813953,3.488372093,2.325581395,30.23255814,59.30232558,59.30232558,25.58139535,41.86046512,23.55090112,48.8372093,3444,10.10228933,10.85946574,1.334632245,5.865272938,72.80934679,0.0,15.8811294,0.458112642,-56.89013396,10.25091413,4.589585172,6.644811499,14.31875,11.1125,0.0,0.602409639,75.30120482,24.09638554,0.0,0.0,2765.767891,27.10612392,20.21531391,24.08669853,25.66867352,0.354,0.939,0.8,0.277,0.463,0.489,0.731,0.891,0.082,0.471,78.22,41.86,9.3,249.0361179,76.82,13.91,7.95,0.0,Hard rock,4.27,Mix,Clay loam,Gentle/Strong,Karimganj
3440,4,279,3440,Lowairpoa,2.205763316,54.41,10.0,5.0,3.333333333,16.66666667,0.0,0.0,8.333333333000002,11.66666667,1.666666667,0.0,10.0,6.666666667,10.0,10.0,83.33333333,28.33333333,0.0,30.0,14.64707787,90.0,621,25.23474178,64.25120773,0.048567266,6.92431562,72.80934679,0.0,15.8811294,0.458112642,-56.89013396,1.876106195,1.061946903,4.460176991,13.01769912,10.09734513,0.0,0.0,67.27272727,13.93939394,0.0,0.0,2358.196197,27.14677344,20.23408066,24.16328894,25.73757035,0.354,0.939,0.8,0.277,0.463,0.489,0.731,0.891,0.082,0.471,78.22,41.86,9.3,182.1363808,76.82,13.91,7.95,0.0,Hard rock,4.27,Mix,Clay loam/Loam,Gentle/Level,Karimganj
4342,4,279,4342,North Karimganj,43.86,12.77501371,35.18518519,14.81481481,15.74074074,34.25925926,12.03703704,12.03703704,36.11111111,52.77777778,11.11111111,10.18518519,44.44444444,21.2962963,17.59259259,38.88888889,78.7037037,46.2962963,8.333333333000002,54.62962963,23.332,80.55555556,794,13.56,16.37279597,2.568,12.97229219,72.80934679,0.0,15.8811294,0.458112642,-56.89013396,4.053174677000001,1.998698522,22.90136655,12.48461538,10.43076923,1.785714286,3.571428571,50.0,21.42857143,0.0,0.0,2801.275534,27.26258281,20.28277954,24.08913649,25.724634,0.354,0.939,0.8,0.277,0.463,0.489,0.731,0.891,0.082,0.471,78.22,41.86,9.3,183.2508682,76.82,13.91,7.95,0.0,Mix,4.27,Mix,Sandy clay loam/Loam,Gentle/Level,Karimganj
4614,4,279,4614,Patharkandi,33.649706,25.84791011,29.03225806,8.064516129,12.90322581,17.74193548,1.612903226,0.0,12.90322581,46.77419355,0.0,0.0,45.16129032,19.35483871,22.58064516,22.58064516,85.48387097,74.19354839,12.90322581,69.35483871,23.45941942,87.09677419,878,23.17236909,36.44646925,2.388999491,9.681093394,72.80934679,0.0,15.8811294,0.458112642,-56.89013396,6.476333584,2.253944403,13.34335086,31.27338129,16.66906475,0.970873786,4.854368932,64.0776699,15.53398058,0.970873786,0.0,2684.984509,27.22559209,20.26767997,24.09819027,25.71683428,0.354,0.939,0.8,0.277,0.463,0.489,0.731,0.891,0.082,0.471,78.22,41.86,9.3,160.1003309,76.82,13.91,7.95,0.0,Mix,4.27,Mix,Loam,Gentle/Level,Karimganj
5175,4,279,5175,RAMKRISHNA NAGAR,28.41243316,2.671486898,27.36842105,0.0,3.157894737,26.31578947,0.0,0.0,24.21052632,38.94736842,0.0,1.052631579,38.94736842,6.315789474,3.157894737,35.78947368,87.36842105,54.73684211,4.210526316,45.26315789,32.73061497,86.31578947,758,14.43516043,31.79419525,2.032085561,26.5171504,72.80934679,0.0,15.8811294,0.458112642,-56.89013396,4.005446499,2.745943493,3.562918416,12.5,10.39230769,1.449275362,21.73913043,60.86956522,13.04347826,2.898550725,0.0,2751.052639,27.18184154,20.24815958,24.09022753,25.69710594,0.354,0.939,0.8,0.277,0.463,0.489,0.731,0.891,0.082,0.471,78.22,41.86,9.3,136.9808378,76.82,13.91,7.95,0.0,Hard rock,4.27,Mix,Loam/Clay loam,Gentle/Level,Karimganj
5752,4,279,5752,South Karimganj,22.64656497,8.058309678000002,47.78761062,23.89380531,25.66371681,46.90265487,16.81415929,7.079646018,39.82300885,58.40707965,10.61946903,7.96460177,61.0619469,27.43362832,35.39823009,54.86725664,88.49557522,77.87610619,14.15929204,75.22123894,26.3691901,96.46017699,1865,22.68943589,53.02949062,8.157979351,31.31367292,72.80934679,0.0,15.8811294,0.458112642,-56.89013396,15.96062864,6.998749252,24.14486922,12.57923497,9.289617486,2.325581395,19.76744186,41.86046512,23.25581395,12.79069767,0.0,2906.422416,27.24457944,20.27483393,24.0870995,25.71726541,0.354,0.939,0.8,0.277,0.463,0.489,0.731,0.891,0.082,0.471,78.22,41.86,9.3,208.6115356,76.82,13.91,7.95,0.0,Mix,4.27,Mix,Loam,Gentle/Level,Karimganj
1647,4,378,1647,DIYANG VALLEY,70.59477963,32.34590821,17.12962963,0.0,1.851851852,4.62962963,0.0,0.0,5.092592593,10.64814815,0.0,0.0,12.5,0.0,1.388888889,14.35185185,36.57407407,39.35185185,0.0,15.74074074,36.6966196,61.57407407,702,57.18442448,87.03703704,1.420624733,16.80911681,20.79530871,0.0,40.67267931,0.899895122,-58.554364,22.15332075,0.0,2.830951739,13.15763547,10.44827586,0.0,0.303951368,94.98480243,4.711246201,0.0,0.0,1330.678495,27.551793,20.30975926,23.9491281,25.76300112,0.0,0.658,0.103,0.0,0.047,0.935,0.0,0.554,0.242,0.0,77.54,18.18,31.82,144.8840422,85.14,12.0,2.86,0.0,Hard rock,1.01,Ground_water,Clay loam,Steep/Strong,N.C.Hills
1648,4,378,1648,Diyungbra,86.09574212,7.755559708,9.836065574,3.278688525,0.0,9.836065574,1.639344262,0.0,3.278688525,4.918032787,7.37704918,0.0,10.6557377,8.196721311,7.37704918,3.278688525,45.90163934,0.0,0.0,8.196721311,22.46812605,43.44262295,169,39.16285783,36.09467456,0.577339427,18.93491124,20.79530871,0.0,40.67267931,0.899895122,-58.554364,43.19678127,0.0,6.839795172,16.03508772,11.6754386,0.0,1.659751037,97.09543568,1.244813278,0.0,0.0,1251.047305,27.62850377,20.38244065,24.01552384,25.82982264,0.0,0.658,0.103,0.0,0.047,0.935,0.0,0.554,0.242,0.0,77.54,18.18,31.82,140.7232084,85.14,12.0,2.86,0.0,Hard rock,1.01,Surface_water,Clay loam,Steep/Strong,N.C.Hills
5721,4,97,5721,Sonai,17.49644794,63.82019031,31.34328358,25.37313433,5.970149254,20.89552239,0.0,0.0,20.89552239,52.23880597,14.92537313,0.0,53.73134328,8.955223881,7.462686567,29.85074627,80.59701493,20.89552239,13.43283582,64.17910448,26.60422768,92.53731343,843,15.23472613,56.82087782,1.832574593,12.45551601,49.17193212,0.0,15.41035494,0.669240421,-51.32036963,8.859236574000002,4.538991578,12.17324729,16.41269841,11.25396825,1.923076923,1.923076923,30.76923077,65.38461538,0.0,0.0,2623.431321,27.20669454,20.24429408,23.99885364,25.66194168,0.086,0.839,0.67,0.051,0.324,0.203,0.493,0.575,0.112,0.09,79.34,44.93,7.25,164.0928929,82.13,13.83,3.46,0.0,Alluvium,3.42,Surface_water,Clay loam,Gentle/Level,Cachar
5912,4,97,5912,Tapang,30.56930693,43.90298767,16.66666667,4.761904762,16.66666667,14.28571429,4.761904762,2.380952381,7.142857143,9.523809524,9.523809524,0.0,7.142857143,33.33333333,11.9047619,9.523809524,64.28571429,14.28571429,4.761904762,14.28571429,43.62623762,76.19047619,390,22.71039604,74.61538462,1.423267327,23.58974359,49.17193212,0.0,15.41035494,0.669240421,-51.32036963,4.453935326,2.867602196,0.223713647,14.9,11.8,0.0,8.928571429,73.21428571,14.28571429,3.571428571,0.0,2711.339494,27.194569,20.23837001,24.01171637,25.66263556,0.086,0.839,0.67,0.051,0.324,0.203,0.493,0.575,0.112,0.09,79.34,44.93,7.25,185.6107189,82.13,13.83,3.46,0.0,Alluvium,3.42,Surface_water,Clay loam,Gentle/Strong,Cachar
6181,4,97,6181,Udharbond,13.70628612,49.40670814,19.87179487,12.82051282,3.846153846,14.74358974,13.46153846,5.128205128,10.25641026,26.28205128,7.051282051,3.205128205,30.76923077,41.66666667,10.8974359,13.46153846,71.15384615,23.07692308,3.205128205,52.56410256,29.31712743,70.51282051,716,18.22621341,26.95530726,1.345668629,6.145251397,49.17193212,0.0,15.41035494,0.669240421,-51.32036963,5.996585574,1.216389245,3.670507896,18.9047619,12.23809524,1.290322581,0.64516129,86.4516129,10.32258065,0.0,1.290322581,2375.564389,27.22730498,20.23797557,23.96907367,25.65193424,0.086,0.839,0.67,0.051,0.324,0.203,0.493,0.575,0.112,0.09,79.34,44.93,7.25,140.3429905,82.13,13.83,3.46,0.0,Alluvium,3.42,Mix,Clay loam,Very steep/ Steep,Cachar
4958,4,97,4958,Rajabazar,39.96608527,29.23499951,9.523809524,5.714285714,3.80952381,3.80952381,4.761904762,0.0,1.904761905,4.761904762,14.28571429,0.0,16.19047619,27.61904762,6.666666667,9.523809524,24.76190476,18.0952381,1.904761905,27.61904762,34.80135659,70.47619048,1048,31.03682171,60.59160305,0.872093023,17.36641221,49.17193212,0.0,15.41035494,0.669240421,-51.32036963,2.423324498,0.164079263,13.7700366,12.37168142,9.309734513,0.0,0.746268657,88.05970149,8.208955224,0.0,0.0,2058.477963,27.22165532,20.23725965,23.96719183,25.65029495,0.086,0.839,0.67,0.051,0.324,0.203,0.493,0.575,0.112,0.09,79.34,44.93,7.25,134.6957672,82.13,13.83,3.46,0.0,Hard rock,3.42,Surface_water,Clay loam,Steep/Strong,Cachar
426,4,407,426,Bajiagaon,59.26929221,9.336302598,35.38461538,1.538461538,7.692307692,9.230769231,7.692307692,0.0,29.23076923,76.92307692,21.53846154,1.538461538,64.61538462,23.07692308,16.92307692,12.30769231,87.69230769,84.61538462,15.38461538,81.53846154,43.24512051,92.30769231,2349,57.53629228,55.8535547,0.812669306,38.6547467,49.80179128,0.578883279,15.53349443,0.733046088,-44.42312529,2.39860182,1.94660399,2.898812752,10.09210526,8.513157895000003,0.0,0.0,70.0,30.0,0.0,0.0,1683.035679,27.83224461,20.45394887,24.09436432,25.95574837,0.705,0.549,0.584,0.536,0.839,0.67,0.761,0.441,0.393,0.783,71.04,53.21,2.75,128.6220011,75.37,17.41,7.22,0.0,Alluvium,28.55,Ground_water,Clay loam,Gentle/Moderate,Nowgaon
592,4,407,592,Barhampur,40.46939269,19.84556848,5.479452055,15.06849315,5.479452055,12.32876712,30.1369863,1.369863014,5.479452055,20.54794521,2.739726027,4.109589041000001,46.57534247,47.94520548,39.7260274,5.479452055,87.67123288,39.7260274,5.479452055,58.90410959,43.62448585,79.45205479,1075,49.25235906,97.20930233,10.86861844,66.79069767,49.80179128,0.578883279,15.53349443,0.733046088,-44.42312529,2.150211993,0.0,0.999394306,13.58536585,11.68292683,0.0,1.724137931,58.62068966,39.65517241,0.0,0.0,1676.824777,27.78425205,20.42084222,24.06323578,25.91854428,0.705,0.549,0.584,0.536,0.839,0.67,0.761,0.441,0.393,0.783,71.04,53.21,2.75,165.1820056,75.37,17.41,7.22,0.0,Alluvium,28.55,Surface_water,Clay loam,Gentle/Level,Nowgaon
4373,4,407,4373,UDALI,55.36047118,48.39938855,5.172413793,10.34482759,8.620689655,13.79310345,3.448275862,1.724137931,3.448275862,24.13793103,12.06896552,1.724137931,34.48275862,10.34482759,8.620689655,18.96551724,77.5862069,31.03448276,15.51724138,65.51724138,25.18825021,81.03448276,1429,42.97696265,69.76906928,5.531946619,52.2743177,69.94296124,0.0,11.47064564,0.498986166,-44.42312529,11.18828977,0.588650812,6.926457892,12.96666667,9.583333333,7.042253521,0.0,29.57746479,60.56338028,0.0,2.816901408,1303.236535,27.75757681,20.44780759,24.08075569,25.91917713,0.835,0.073,0.363,0.419,0.493,0.0,0.0,0.653,0.22,0.727,75.08,53.21,2.75,142.1619793,75.37,17.41,7.22,0.0,Alluvium,28.55,Ground_water,Clay loam/Loam,Gentle/Moderate,Nowgaon
4434,4,407,4434,PAKHIMORIA,29.53424117,44.43410592,68.88888889,2.222222222,4.444444444,66.66666667,0.0,0.0,68.88888889,68.88888889,0.0,4.444444444,62.22222222,35.55555556,6.666666667,66.66666667,100.0,75.55555556,0.0,84.44444444,31.92717584,91.11111111,761,39.10104598,89.61892247,1.243339254,14.717477,49.80179128,0.578883279,15.53349443,0.733046088,-44.42312529,0.148671251,0.371678127,0,12.91176471,10.70588235,2.777777778,2.777777778,44.44444444,50.0,0.0,0.0,1695.256559,27.7402742,20.37893863,24.02580082,25.8790616,0.705,0.549,0.584,0.536,0.839,0.67,0.761,0.441,0.393,0.783,71.04,53.21,2.75,197.4537216,75.37,17.41,7.22,0.0,Alluvium,28.55,Surface_water,Clay loam,Gentle/Level,Nowgaon
2138,4,378,2138,Harangajao,58.86037583,51.47777984,6.730769231,3.846153846,1.923076923,12.5,0.961538462,0.0,1.923076923,20.19230769,6.730769231,0.0,20.19230769,2.884615385,1.923076923,2.884615385,44.23076923,49.03846154,0.0,25.0,25.47989493,48.07692308,283,60.03232976,50.53003534,2.869266518,14.13427562,20.79530871,0.0,40.67267931,0.899895122,-58.554364,38.88752154,2.682746739,17.57322176,13.82706767,10.2481203,0.396825397,0.0,97.22222222,0.793650794,0.0,0.396825397,1610.157511,27.25254953,20.23446127,23.94280967,25.64477731,0.0,0.658,0.103,0.0,0.047,0.935,0.0,0.554,0.242,0.0,77.54,18.18,31.82,178.5161619,85.14,12.0,2.86,0.0,Hard rock,1.01,Mix,Clay loam,Steep/Very steep,N.C.Hills
2319,4,548,2319,Itakhuli,26.74173118,63.78831062,14.28571429,0.952380952,0.0,15.23809524,0.0,0.0,10.47619048,20.0,22.85714286,0.0,26.66666667,9.523809524,0.952380952,17.14285714,92.38095238,55.23809524,18.0952381,40.0,45.03870514,82.85714286,1162,43.98646158,84.42340792,10.77711873,51.37693632,43.91559496,0.101136222,11.8447996,0.691114524,-59.72391821,0.72815534,1.031553398,1.638349515,20.0,10.0,3.773584906,0.0,73.58490566,21.69811321,0.943396226,0.0,2205.311245,28.77140567,21.08470058,24.56104062,26.62362469,0.207,0.307,0.034,0.164,0.116,0.38,0.861,0.212,0.333,0.199,69.66,50.79,4.76,165.1725176,81.4,11.98,5.79,0.0,Alluvium,5.14,Surface_water,Loam/Clay loam,Gentle/Level,Tinsukia
2597,4,548,2597,Kakopathar,30.87613726,27.87452356,11.06719368,4.743083004,9.881422925,18.5770751,3.162055336,1.581027668,5.138339921,21.73913043,12.25296443,0.790513834,15.41501976,6.719367589,18.97233202,11.85770751,74.70355731,11.46245059,11.46245059,20.55335968,30.15617165,56.52173913,2614,29.42187836,51.64498852,1.182033097,45.79188982,43.91559496,0.101136222,11.8447996,0.691114524,-59.72391821,7.653061224,1.301171356,11.36034295,19.92771084,9.963855422,0.444444444,0.888888889,76.0,17.77777778,0.0,0.888888889,2310.97235,32.12249233,24.97000271,28.33573749,30.09276029,0.207,0.307,0.034,0.164,0.116,0.38,0.861,0.212,0.333,0.199,69.66,50.79,4.76,134.9976866,81.4,11.98,5.79,0.0,Alluvium,5.14,Ground_water,Clay loam,Gentle/Level,Tinsukia
3726,4,548,3726,Margherita,29.81239442,14.43169448,16.01731602,3.463203463,4.761904762,12.55411255,1.298701299,0.865800866,7.359307359,27.27272727,11.68831169,1.298701299,28.13852814,3.463203463,9.523809524,12.12121212,68.83116883,53.24675325,11.68831169,48.48484848,36.83797161,71.42857143,1456,20.70478053,91.48351648,0.315639726,25.20604396,43.91559496,0.101136222,11.8447996,0.691114524,-59.72391821,1.060150802,0.714326209,2.296048529,12.00873362,6.336244541,0.802139037,0.802139037,90.37433155,5.080213904,0.0,0.802139037,2102.03076,39.68981077,33.33065001,36.29792852,37.89202131,0.207,0.307,0.034,0.164,0.116,0.38,0.861,0.212,0.333,0.199,69.66,50.79,4.76,176.5068218,81.4,11.98,5.79,0.0,Alluvium,5.14,Surface_water,Clay loam,Gentle/Strong,Tinsukia
5237,4,548,5237,Sadiya,80.18954729,15.24222246,10.49382716,4.320987654,4.938271605,11.72839506,1.851851852,0.0,3.703703704,12.96296296,6.172839506,3.086419753,24.69135802,8.641975309,19.13580247,6.172839506,70.37037037,1.234567901,3.703703704,29.62962963,16.95804196,55.55555556,1170,51.72064777,57.86324786,0.791313949,24.01709402,43.91559496,0.101136222,11.8447996,0.691114524,-59.72391821,36.86474194,3.411113308,0.583349812,19.90751445,10.0,0.0,9.810126582,60.44303797,13.60759494,0.316455696,9.493670886,2359.272869,33.20352329,26.20034033,29.55308662,31.21708433,0.207,0.307,0.034,0.164,0.116,0.38,0.861,0.212,0.333,0.199,69.66,50.79,4.76,159.4470396,81.4,11.98,5.79,0.0,Alluvium,5.14,Ground_water,Clay loam,Gentle/Level,Tinsukia
